AccSpeciesName,TraitID,TraitName,OriglName,OrigValueStr,OrigUncertaintyStr,StdValue,UnitName,ErrorRisk,Reference,Comment
Quercus laurifolia,3108,"Leaf area (in case of compound leaves: leaf, petiole excluded)",Leaf Area (cm^2),17.13,NA,1713,mm2,0.7232,"Cavender-Bares, J., A. Keen, and B. Miles. 2006. Phylogenetic structure of floridian plant communities depends on taxonomic and spatial scale. Ecology 87:S109-S122.","Leaf Area (cm^2), measured with a Licor leaf area meter with petiole removed, measured on pressed leaves, dried at room temperature."
Liquidambar styraciflua,3115,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",SLA,172.78632,NA,17.27863,mm2 mg-1,0.7172,"Cavender-Bares, J., A. Keen, and B. Miles. 2006. Phylogenetic structure of floridian plant communities depends on taxonomic and spatial scale. Ecology 87:S109-S122.","measured with a Licor leaf area meter with petiole removed, measured on pressed leaves, dried at room temperature."
Quercus laurifolia,3106,Plant height vegetative,Height_(m),12.5,NA,12.5,m,1.5005,"Cavender-Bares, J., A. Keen, and B. Miles. 2006. Phylogenetic structure of floridian plant communities depends on taxonomic and spatial scale. Ecology 87:S109-S122.",Height of the plant (m)
Quercus laurifolia,55,Leaf dry mass (single leaf),Leaf Mass (g),0.1877,NA,187.7,mg,0.8846,"Cavender-Bares, J., A. Keen, and B. Miles. 2006. Phylogenetic structure of floridian plant communities depends on taxonomic and spatial scale. Ecology 87:S109-S122.","Leaf Mass (g), dry leaf mass, measured on pressed leaves, dried at room temperature."
Quercus laurifolia,3108,"Leaf area (in case of compound leaves: leaf, petiole excluded)",Leaf Area (cm^2),17.69,NA,1769,mm2,0.6989,"Cavender-Bares, J., A. Keen, and B. Miles. 2006. Phylogenetic structure of floridian plant communities depends on taxonomic and spatial scale. Ecology 87:S109-S122.","Leaf Area (cm^2), measured with a Licor leaf area meter with petiole removed, measured on pressed leaves, dried at room temperature."
Quercus laurifolia,3108,"Leaf area (in case of compound leaves: leaf, petiole excluded)",Leaf Area (cm^2),17.39,NA,1739,mm2,0.7118,"Cavender-Bares, J., A. Keen, and B. Miles. 2006. Phylogenetic structure of floridian plant communities depends on taxonomic and spatial scale. Ecology 87:S109-S122.","Leaf Area (cm^2), measured with a Licor leaf area meter with petiole removed, measured on pressed leaves, dried at room temperature."
Liquidambar styraciflua,3115,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",SLA,182.99635,NA,18.29964,mm2 mg-1,0.8349,"Cavender-Bares, J., A. Keen, and B. Miles. 2006. Phylogenetic structure of floridian plant communities depends on taxonomic and spatial scale. Ecology 87:S109-S122.","measured with a Licor leaf area meter with petiole removed, measured on pressed leaves, dried at room temperature."
Quercus laurifolia,3106,Plant height vegetative,Height_(m),12.5,NA,12.5,m,1.5005,"Cavender-Bares, J., A. Keen, and B. Miles. 2006. Phylogenetic structure of floridian plant communities depends on taxonomic and spatial scale. Ecology 87:S109-S122.",Height of the plant (m)
Quercus laurifolia,55,Leaf dry mass (single leaf),Leaf Mass (g),0.0822,NA,82.2,mg,1.9661,"Cavender-Bares, J., A. Keen, and B. Miles. 2006. Phylogenetic structure of floridian plant communities depends on taxonomic and spatial scale. Ecology 87:S109-S122.","Leaf Mass (g), dry leaf mass, measured on pressed leaves, dried at room temperature."
Quercus laurifolia,3108,"Leaf area (in case of compound leaves: leaf, petiole excluded)",Leaf Area (cm^2),8.65,NA,865,mm2,2.0611,"Cavender-Bares, J., A. Keen, and B. Miles. 2006. Phylogenetic structure of floridian plant communities depends on taxonomic and spatial scale. Ecology 87:S109-S122.","Leaf Area (cm^2), measured with a Licor leaf area meter with petiole removed, measured on pressed leaves, dried at room temperature."
Quercus laurifolia,3108,"Leaf area (in case of compound leaves: leaf, petiole excluded)",Leaf Area (cm^2),8.61,NA,861,mm2,2.0726,"Cavender-Bares, J., A. Keen, and B. Miles. 2006. Phylogenetic structure of floridian plant communities depends on taxonomic and spatial scale. Ecology 87:S109-S122.","Leaf Area (cm^2), measured with a Licor leaf area meter with petiole removed, measured on pressed leaves, dried at room temperature."
Liquidambar styraciflua,3115,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",SLA,280.07313,NA,28.00731,mm2 mg-1,1.7077,"Cavender-Bares, J., A. Keen, and B. Miles. 2006. Phylogenetic structure of floridian plant communities depends on taxonomic and spatial scale. Ecology 87:S109-S122.","measured with a Licor leaf area meter with petiole removed, measured on pressed leaves, dried at room temperature."
Quercus laurifolia,3106,Plant height vegetative,Height_(m),12.5,NA,12.5,m,1.5005,"Cavender-Bares, J., A. Keen, and B. Miles. 2006. Phylogenetic structure of floridian plant communities depends on taxonomic and spatial scale. Ecology 87:S109-S122.",Height of the plant (m)
Quercus laurifolia,55,Leaf dry mass (single leaf),Leaf Mass (g),0.1404,NA,140.4,mg,1.2649,"Cavender-Bares, J., A. Keen, and B. Miles. 2006. Phylogenetic structure of floridian plant communities depends on taxonomic and spatial scale. Ecology 87:S109-S122.","Leaf Mass (g), dry leaf mass, measured on pressed leaves, dried at room temperature."
Quercus laurifolia,3108,"Leaf area (in case of compound leaves: leaf, petiole excluded)",Leaf Area (cm^2),16.03,NA,1603,mm2,0.7731,"Cavender-Bares, J., A. Keen, and B. Miles. 2006. Phylogenetic structure of floridian plant communities depends on taxonomic and spatial scale. Ecology 87:S109-S122.","Leaf Area (cm^2), measured with a Licor leaf area meter with petiole removed, measured on pressed leaves, dried at room temperature."
Quercus laurifolia,3108,"Leaf area (in case of compound leaves: leaf, petiole excluded)",Leaf Area (cm^2),15.8,NA,1580,mm2,0.784,"Cavender-Bares, J., A. Keen, and B. Miles. 2006. Phylogenetic structure of floridian plant communities depends on taxonomic and spatial scale. Ecology 87:S109-S122.","Leaf Area (cm^2), measured with a Licor leaf area meter with petiole removed, measured on pressed leaves, dried at room temperature."
Liquidambar styraciflua,3115,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",SLA,228.12395,NA,22.81239,mm2 mg-1,1.287,"Cavender-Bares, J., A. Keen, and B. Miles. 2006. Phylogenetic structure of floridian plant communities depends on taxonomic and spatial scale. Ecology 87:S109-S122.","measured with a Licor leaf area meter with petiole removed, measured on pressed leaves, dried at room temperature."
Quercus laurifolia,3106,Plant height vegetative,Height_(m),10,NA,10,m,1.3852,"Cavender-Bares, J., A. Keen, and B. Miles. 2006. Phylogenetic structure of floridian plant communities depends on taxonomic and spatial scale. Ecology 87:S109-S122.",Height of the plant (m)
Quercus laurifolia,55,Leaf dry mass (single leaf),Leaf Mass (g),0.1838,NA,183.8,mg,0.9121,"Cavender-Bares, J., A. Keen, and B. Miles. 2006. Phylogenetic structure of floridian plant communities depends on taxonomic and spatial scale. Ecology 87:S109-S122.","Leaf Mass (g), dry leaf mass, measured on pressed leaves, dried at room temperature."
Quercus laurifolia,3108,"Leaf area (in case of compound leaves: leaf, petiole excluded)",Leaf Area (cm^2),29.23,NA,2923,mm2,0.9409,"Cavender-Bares, J., A. Keen, and B. Miles. 2006. Phylogenetic structure of floridian plant communities depends on taxonomic and spatial scale. Ecology 87:S109-S122.","Leaf Area (cm^2), measured with a Licor leaf area meter with petiole removed, measured on pressed leaves, dried at room temperature."
Liquidambar styraciflua,3115,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",SLA,234.82105,NA,23.48211,mm2 mg-1,1.3463,"Cavender-Bares, J., A. Keen, and B. Miles. 2006. Phylogenetic structure of floridian plant communities depends on taxonomic and spatial scale. Ecology 87:S109-S122.","measured with a Licor leaf area meter with petiole removed, measured on pressed leaves, dried at room temperature."
Quercus laurifolia,3106,Plant height vegetative,Height_(m),10,NA,10,m,1.3852,"Cavender-Bares, J., A. Keen, and B. Miles. 2006. Phylogenetic structure of floridian plant communities depends on taxonomic and spatial scale. Ecology 87:S109-S122.",Height of the plant (m)
Quercus laurifolia,55,Leaf dry mass (single leaf),Leaf Mass (g),0.2058,NA,205.8,mg,0.764,"Cavender-Bares, J., A. Keen, and B. Miles. 2006. Phylogenetic structure of floridian plant communities depends on taxonomic and spatial scale. Ecology 87:S109-S122.","Leaf Mass (g), dry leaf mass, measured on pressed leaves, dried at room temperature."
Quercus laurifolia,3108,"Leaf area (in case of compound leaves: leaf, petiole excluded)",Leaf Area (cm^2),33.15,NA,3315,mm2,1.2512,"Cavender-Bares, J., A. Keen, and B. Miles. 2006. Phylogenetic structure of floridian plant communities depends on taxonomic and spatial scale. Ecology 87:S109-S122.","Leaf Area (cm^2), measured with a Licor leaf area meter with petiole removed, measured on pressed leaves, dried at room temperature."
Quercus michauxii,3115,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",SLA,216.68073,NA,21.66807,mm2 mg-1,2.8017,"Cavender-Bares, J., A. Keen, and B. Miles. 2006. Phylogenetic structure of floridian plant communities depends on taxonomic and spatial scale. Ecology 87:S109-S122.","measured with a Licor leaf area meter with petiole removed, measured on pressed leaves, dried at room temperature."
Quercus laurifolia,3106,Plant height vegetative,Height_(m),10,NA,10,m,1.3852,"Cavender-Bares, J., A. Keen, and B. Miles. 2006. Phylogenetic structure of floridian plant communities depends on taxonomic and spatial scale. Ecology 87:S109-S122.",Height of the plant (m)
Quercus laurifolia,55,Leaf dry mass (single leaf),Leaf Mass (g),0.1344,NA,134.4,mg,1.3221,"Cavender-Bares, J., A. Keen, and B. Miles. 2006. Phylogenetic structure of floridian plant communities depends on taxonomic and spatial scale. Ecology 87:S109-S122.","Leaf Mass (g), dry leaf mass, measured on pressed leaves, dried at room temperature."
Quercus laurifolia,3108,"Leaf area (in case of compound leaves: leaf, petiole excluded)",Leaf Area (cm^2),20.53,NA,2053,mm2,0.5868,"Cavender-Bares, J., A. Keen, and B. Miles. 2006. Phylogenetic structure of floridian plant communities depends on taxonomic and spatial scale. Ecology 87:S109-S122.","Leaf Area (cm^2), measured with a Licor leaf area meter with petiole removed, measured on pressed leaves, dried at room temperature."
Quercus michauxii,3115,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",SLA,139.96845,NA,13.99685,mm2 mg-1,1.3586,"Cavender-Bares, J., A. Keen, and B. Miles. 2006. Phylogenetic structure of floridian plant communities depends on taxonomic and spatial scale. Ecology 87:S109-S122.","measured with a Licor leaf area meter with petiole removed, measured on pressed leaves, dried at room temperature."
Quercus laurifolia,3106,Plant height vegetative,Height_(m),10,NA,10,m,1.3852,"Cavender-Bares, J., A. Keen, and B. Miles. 2006. Phylogenetic structure of floridian plant communities depends on taxonomic and spatial scale. Ecology 87:S109-S122.",Height of the plant (m)
Quercus laurifolia,55,Leaf dry mass (single leaf),Leaf Mass (g),0.223,NA,223,mg,0.6589,"Cavender-Bares, J., A. Keen, and B. Miles. 2006. Phylogenetic structure of floridian plant communities depends on taxonomic and spatial scale. Ecology 87:S109-S122.","Leaf Mass (g), dry leaf mass, measured on pressed leaves, dried at room temperature."
Quercus laurifolia,3108,"Leaf area (in case of compound leaves: leaf, petiole excluded)",Leaf Area (cm^2),37.06,NA,3706,mm2,1.5261,"Cavender-Bares, J., A. Keen, and B. Miles. 2006. Phylogenetic structure of floridian plant communities depends on taxonomic and spatial scale. Ecology 87:S109-S122.","Leaf Area (cm^2), measured with a Licor leaf area meter with petiole removed, measured on pressed leaves, dried at room temperature."
Quercus michauxii,3115,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",SLA,151.76822,NA,15.17682,mm2 mg-1,1.6259,"Cavender-Bares, J., A. Keen, and B. Miles. 2006. Phylogenetic structure of floridian plant communities depends on taxonomic and spatial scale. Ecology 87:S109-S122.","measured with a Licor leaf area meter with petiole removed, measured on pressed leaves, dried at room temperature."
Quercus laurifolia,3106,Plant height vegetative,Height_(m),10,NA,10,m,1.3852,"Cavender-Bares, J., A. Keen, and B. Miles. 2006. Phylogenetic structure of floridian plant communities depends on taxonomic and spatial scale. Ecology 87:S109-S122.",Height of the plant (m)
Quercus laurifolia,55,Leaf dry mass (single leaf),Leaf Mass (g),0.1364,NA,136.4,mg,1.3028,"Cavender-Bares, J., A. Keen, and B. Miles. 2006. Phylogenetic structure of floridian plant communities depends on taxonomic and spatial scale. Ecology 87:S109-S122.","Leaf Mass (g), dry leaf mass, measured on pressed leaves, dried at room temperature."
Quercus laurifolia,3108,"Leaf area (in case of compound leaves: leaf, petiole excluded)",Leaf Area (cm^2),22.62,NA,2262,mm2,0.5138,"Cavender-Bares, J., A. Keen, and B. Miles. 2006. Phylogenetic structure of floridian plant communities depends on taxonomic and spatial scale. Ecology 87:S109-S122.","Leaf Area (cm^2), measured with a Licor leaf area meter with petiole removed, measured on pressed leaves, dried at room temperature."
Quercus michauxii,3115,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",SLA,208.09041,NA,20.80904,mm2 mg-1,2.6681,"Cavender-Bares, J., A. Keen, and B. Miles. 2006. Phylogenetic structure of floridian plant communities depends on taxonomic and spatial scale. Ecology 87:S109-S122.","measured with a Licor leaf area meter with petiole removed, measured on pressed leaves, dried at room temperature."
Quercus laurifolia,3106,Plant height vegetative,Height_(m),10,NA,10,m,1.3852,"Cavender-Bares, J., A. Keen, and B. Miles. 2006. Phylogenetic structure of floridian plant communities depends on taxonomic and spatial scale. Ecology 87:S109-S122.",Height of the plant (m)
Quercus laurifolia,55,Leaf dry mass (single leaf),Leaf Mass (g),0.164,NA,164,mg,1.0614,"Cavender-Bares, J., A. Keen, and B. Miles. 2006. Phylogenetic structure of floridian plant communities depends on taxonomic and spatial scale. Ecology 87:S109-S122.","Leaf Mass (g), dry leaf mass, measured on pressed leaves, dried at room temperature."
Quercus laurifolia,3108,"Leaf area (in case of compound leaves: leaf, petiole excluded)",Leaf Area (cm^2),24.27,NA,2427,mm2,0.4825,"Cavender-Bares, J., A. Keen, and B. Miles. 2006. Phylogenetic structure of floridian plant communities depends on taxonomic and spatial scale. Ecology 87:S109-S122.","Leaf Area (cm^2), measured with a Licor leaf area meter with petiole removed, measured on pressed leaves, dried at room temperature."
